Period,SG,SN,SV,BG,BN,BV
19770518,0.51,0.47,0.47,0.63,0.37,0.44
19770519,-0.05,-0.05,0.04,-0.44,-0.26,-0.3
19770520,-0.16,-0.01,-0.14,-0.58,-0.14,-0.37
19770523,-1.1,-0.85,-0.9,-1.33,-0.85,-1.06
19770524,-0.81,-0.53,-0.66,-0.31,-0.55,-0.82
19770525,-0.98,-0.46,-0.62,-0.94,-0.68,-0.77
19770526,0.06,-0.04,-0.02,0.29,0.14,0.01
19770527,-0.24,-0.22,-0.22,-0.9,-0.38,-0.6
19770531,-0.56,-0.38,-0.62,-0.17,-0.16,-0.18
19770601,0.69,0.37,0.48,0.97,0.54,0.84
19770602,-0.12,0.01,0.15,-0.22,-0.05,0.12
19770603,0.64,0.63,0.45,1.22,0.53,0.48
19770606,-0.14,-0.14,0.02,-0.5,-0.31,-0.46
19770607,0.08,0.32,0.28,0.69,0.2,0.49
19770608,0.62,0.4,0.55,0.58,0.41,0.89
19770609,0.41,0.21,0.24,-0.03,-0.02,-0.22
19770610,0.89,0.45,0.51,0.19,0.35,0.52
19770613,0.37,0.1,0.16,0.43,0.28,0.26
19770614,0.6,0.47,0.53,1.27,0.83,0.9
19770615,-0.06,0.05,0.1,-0.28,-0.12,-0.29
19770616,0.57,0.27,0.24,0.31,0.3,0.16
19770617,0.38,0.42,0.29,0.24,-0.02,0.05
19770620,0.3,0.36,0.33,0.55,0.34,0.43
19770621,-0.02,0.33,0.22,0.32,0.42,0.36
19770622,-0.03,0.17,0.07,-0.31,-0.06,-0.13
19770623,0.63,0.54,0.63,0.16,0.22,0.37
19770624,0.79,0.57,0.83,0.69,0.36,0.48
19770627,0.18,0.16,0.18,-0.08,-0.14,-0.16
19770628,-0.45,-0.21,-0.34,-0.92,-0.54,-0.72
19770629,0.17,0.06,0.15,-0.06,-0.14,0.06
19770630,0.75,0.43,0.75,0.34,0.31,0.49
19770701,0.3,0.17,0.34,-0.48,-0.09,-0.15
19770705,0.42,0.16,0.15,0.12,-0.15,0.18
19770706,-0.27,-0.12,-0.12,-0.63,-0.19,-0.64
19770707,0.52,0.28,0.2,0.31,0.39,0.27
19770708,0.42,0.41,0.51,-0.15,0.02,0.22
19770711,-0.11,0.05,0.03,-0.35,-0.14,0.01
19770712,0.04,0.03,0.03,-0.26,0.14,-0.06
19770713,0.18,0.13,0.16,0.2,0.21,-0.14
19770715,0.68,0.32,0.36,0.94,0.38,0.12
19770718,0.44,0.31,0.41,0.79,0.61,0.32
19770719,0.4,0.43,0.56,0.79,0.57,0.27
19770720,-0.09,0.07,-0.03,-0.02,-0.04,0.07
19770721,0.11,0.04,0.12,-0.03,-0.22,-0.02
19770722,0.29,0.21,0.4,0.13,0.04,0.12
19770725,-0.26,-0.22,-0.43,-0.69,-0.7,-0.73
19770726,-0.59,-0.27,-0.42,-0.51,-0.53,-0.54
19770727,-1.96,-1.44,-1.42,-1.69,-1.41,-1.9
19770728,-0.28,-0.31,-0.3,0.04,0.09,-0.48
19770729,-0.18,-0.2,-0.12,0.04,0.01,-0.1
19770801,0.2,0.23,0.15,0.42,0.36,0.39
19770802,-0.6,-0.48,-0.42,-0.69,-0.41,-0.94
19770803,-0.5,-0.38,-0.39,-0.12,-0.18,-0.41
19770804,0.84,0.49,0.4,0.69,0.33,0.34
19770805,0.51,0.29,0.15,-0.05,0.03,-0.03
19770808,-0.57,-0.43,-0.39,-0.7,-0.42,-0.64
19770809,0.21,0.07,-0.08,0.2,-0.06,0.02
19770810,0.7,0.33,0.45,1,0.45,0.6
19770811,0.05,0.01,-0.1,-0.62,-0.52,-0.89
19770812,-0.02,-0.31,-0.2,-0.19,-0.41,-0.39
19770815,0.15,-0.08,-0.19,0.47,0.02,0.18
19770816,-0.13,-0.01,-0.11,-0.38,-0.36,-0.48
19770817,-0.09,-0.07,-0.12,0.27,-0.29,-0.56
19770818,0.16,0.07,0.1,0.27,-0.34,-0.05
19770819,0.06,-0.06,-0.15,0.15,-0.71,-0.57
19770822,0.55,0.03,-0.08,0.58,-0.13,0.37
19770823,0.01,0,0.19,-0.3,-0.01,0.14
19770824,-0.34,-0.09,0.03,-0.51,-0.3,-0.17
19770825,-0.73,-0.54,-0.48,-1.01,-0.89,-0.7
19770826,-0.22,-0.22,-0.23,0.15,-0.32,-0.12
19770829,0.92,0.52,0.31,0.97,0.76,0.78
19770830,-0.39,-0.21,-0.22,-0.66,-0.26,-0.22
19770831,0.13,0.01,-0.13,0.41,0.12,0.33
19770901,0.55,0.56,0.53,-0.03,0.29,0.38
19770902,0.64,0.68,0.51,0.65,0.67,0.59
19770906,-0.07,0.09,0.01,0.18,0.24,0.1
19770907,0.37,0.2,0.28,0.27,0.36,0.01
19770908,-0.23,-0.09,-0.14,-0.94,-0.41,-0.38
19770909,-0.48,-0.52,-0.35,-0.98,-0.74,-0.87
19770912,-0.27,-0.13,-0.43,-0.35,-0.13,-0.54
19770913,0.08,-0.13,-0.09,0.1,-0.04,-0.2
19770914,0.36,0.07,0.29,0.45,0.38,0.15
19770915,0.5,0.29,0.27,0.35,0.27,0.52
19770916,-0.03,0.05,0.05,-0.46,-0.07,-0.41
19770919,-0.48,-0.4,-0.33,-0.77,-0.39,-0.33
19770920,-0.05,0.02,-0.04,0.17,-0.11,-0.12
19770921,-0.71,-0.36,-0.53,-0.98,-0.47,-0.59
19770922,-0.19,-0.12,-0.16,0.08,-0.21,0.02
19770923,0.31,0.11,0.22,-0.03,0.01,-0.08
19770926,0.16,-0.02,-0.01,0.45,0.13,0.03
19770927,-0.1,-0.04,-0.09,-0.18,0.03,-0.44
19770928,0.02,0.39,-0.06,0.1,0.04,-0.07
19770929,0.41,0.46,0.37,0.56,0.5,0.77
19770930,0.72,0.67,0.61,0.7,0.71,0.79
19771003,0.33,0.23,0.42,0.29,0.3,0.4
19771004,-0.43,-0.13,-0.16,-0.84,-0.46,-0.26
19771005,-0.19,-0.24,-0.15,-0.31,-0.4,-0.41
19771006,0.36,0.43,0.36,0.38,0.35,0.62
19771007,0.48,0.31,0.17,-0.11,0.07,0.07
19771010,0.02,0,-0.02,-0.24,-0.11,-0.1
19771011,-0.66,-0.38,-0.25,-0.9,-0.64,-0.73
19771012,-1.73,-1.27,-1.13,-1.06,-1.05,-1.37
19771013,-0.93,-0.76,-1.03,-0.44,-0.94,-0.72
19771014,0.16,-0.12,0.24,0.01,0.1,0.13
19771017,-0.13,-0.21,-0.11,-0.01,-0.09,-0.31
19771018,0.09,0.36,0.25,-0.05,-0.01,0.14
19771019,-1.06,-0.56,-0.42,-1.13,-1.02,-0.82
19771020,-0.07,0.12,-0.11,0.34,0.16,0.23
19771021,-0.03,0.04,0.13,-0.27,-0.21,-0.26
19771024,-0.8,-0.56,-0.52,-0.81,-0.78,-0.59
19771025,-1.29,-1.1,-1,-0.74,-0.78,-0.88
19771026,0.71,0.55,0.5,1.23,0.93,0.93
19771027,0.48,0.56,0.38,0.46,0.22,0.45
19771028,0.58,0.49,0.49,0.22,0.56,0.21
19771031,0.19,0.19,0.09,-0.42,0.01,0.07
19771101,-1.1,-0.65,-0.49,-1.12,-0.82,-0.85
19771102,-0.2,-0.39,-0.32,-0.8,-0.32,-0.67
19771103,0.28,-0.04,0.13,0.14,0.27,0.07
19771104,1.03,0.94,1.08,1.08,0.81,0.9
19771107,1.03,0.88,0.68,1.02,0.54,1.02
19771108,0.34,0.43,0.47,0.16,0.2,0.37
19771109,0.67,0.55,0.63,0.55,0.5,0.33
19771110,2.06,1.48,1.26,2.29,1.55,1.95
19771111,1.18,1.03,0.85,1.31,1.41,1.37
19771114,-0.15,-0.13,0.05,-0.7,-0.37,-0.37
19771115,0.83,0.59,0.65,0.83,0.47,0.48
19771116,0,0.25,0.16,-0.53,-0.07,-0.48
19771117,0.48,0.3,0.64,-0.37,-0.23,0.03
19771118,0.75,0.5,0.54,0.26,0.17,0.39
19771121,0.08,0.13,0.11,-0.04,-0.1,-0.11
19771122,0.72,0.66,0.68,1.17,0.51,0.95
19771123,0.77,0.84,0.78,0.71,0.4,0.56
19771125,0.64,0.44,0.58,0.32,0.25,0.33
19771128,-0.4,-0.14,-0.11,-0.76,-0.29,-0.57
19771129,-1.11,-0.75,-0.82,-1.7,-1.16,-1.24
19771130,0.07,0.21,0.28,0.26,0.08,0.23
19771201,0.75,0.47,0.5,-0.13,0.1,0.3
19771202,0.52,0.31,0.4,-0.12,-0.02,0.41
19771205,-0.21,0.1,-0.1,-0.42,-0.28,-0.43
19771206,-1.65,-1.26,-1.19,-1.79,-1.12,-1.4
19771207,-0.01,-0.15,-0.19,-0.16,-0.11,0.05
19771208,0.25,0.16,0.25,0.25,0.27,-0.23
19771209,0.7,0.68,0.64,0.76,0.61,0.87
19771212,0.24,0.01,0.02,-0.05,0.28,0.07
19771213,0.14,-0.14,-0.14,-0.04,-0.04,0.12
19771214,0.27,0.33,0.32,0.5,0.28,-0.14
19771215,-0.02,0.03,0.09,-0.52,-0.3,-0.58
19771216,0.25,0.12,0.08,-0.28,0,0.2
19771219,-0.73,-0.59,-0.64,-0.91,-0.45,-0.26
19771220,-0.69,-0.62,-0.59,-0.15,-0.52,-0.26
19771221,0.78,0.48,0.22,0.82,0.42,0.47
19771222,0.63,0.4,0.56,1.07,0.22,0.62
19771223,0.95,0.57,0.67,0.97,0.88,0.86
19771227,-0.25,-0.03,-0.14,-0.06,0.09,0.28
19771228,0.11,0.09,0.13,-0.07,0.13,0.07
19771229,0.57,0.24,0.2,0.44,0.18,0.21
19771230,0.66,0.29,0.48,0.14,0.28,0
19780103,-1.22,-0.8,-0.56,-1.64,-0.98,-0.95
19780104,-0.55,-0.51,-0.31,-0.17,-0.65,-0.26
19780105,-0.76,-0.26,-0.07,-1.06,-0.45,-0.5
19780106,-1.69,-1.23,-0.94,-1.29,-1.12,-0.97
19780109,-1.95,-1.27,-1.08,-0.96,-1.3,-1.28
19780110,-0.92,-0.61,-0.57,-0.45,-0.87,-0.52
19780111,-0.63,-0.34,-0.42,-0.7,-0.33,-0.31
19780112,0.65,0.35,0.45,0.14,0.21,0.35
19780113,0.36,0.31,0.47,-0.21,0.07,0.31
19780116,-0.58,-0.4,-0.56,-0.22,-0.43,-0.03
19780117,0.97,0.48,0.58,0.78,0.14,0.69
19780118,0.79,0.62,0.92,0.8,0.5,1.11
19780119,0.19,0.32,0.28,-0.49,-0.34,-0.42
19780120,0.14,0.09,0.13,-0.3,-0.14,-0.22
19780123,-0.38,-0.26,-0.38,-0.75,-0.59,-0.48
19780124,0.18,0.14,0.16,0.03,-0.01,0.17
19780125,0.41,0.19,0.56,0.07,0.18,0.56
19780126,-0.63,-0.23,-0.27,-0.96,-0.68,-0.41
19780127,0.08,0.01,0.04,0.04,-0.08,0.1
19780130,0.71,0.5,0.45,0.93,0.82,0.55
19780131,0.11,0.07,-0.05,-0.2,0.24,-0.79
19780201,0.98,0.86,0.73,0.87,0.84,0.35
19780202,0.47,0.58,0.47,0.11,0.69,0.42
19780203,0.35,0.35,0.35,-0.36,-0.42,-0.32
19780206,0,0.11,0.17,-0.01,0.08,-0.13
19780207,0.79,0.51,0.45,0.95,0.62,0.81
19780208,0.52,0.48,0.45,0.47,0.69,0.6
19780209,-0.02,0.14,0.26,-0.44,-0.44,-0.24
19780210,0.37,0.16,0.15,-0.32,0.08,-0.25
19780213,-0.16,0.02,0.02,-0.27,-0.23,-0.34
19780214,-0.65,-0.45,-0.35,-0.83,-0.8,-0.72
19780215,-0.15,-0.11,0.26,-0.34,-0.07,-0.64
19780216,-0.59,-0.36,-0.48,-0.92,-0.62,-0.88
19780217,0.09,0.14,0.08,-0.26,0.01,0.17
19780221,-0.31,-0.23,-0.16,-0.48,-0.24,-0.47
19780222,0.11,0.13,0.19,0.15,0,0.03
19780223,0.26,0.21,0.19,0.17,0.28,0.16
19780224,0.91,0.7,0.59,0.89,0.9,0.81
19780227,-0.58,-0.22,-0.31,-0.85,-0.57,-0.7
19780228,-0.76,-0.49,-0.61,-1.04,-0.45,-0.6
19780301,0.25,-0.08,0.07,0.16,0.06,0.3
19780302,0.55,0.35,0.4,0.08,0.3,0.59
19780303,0.13,0.26,0.27,0.08,0.16,0.42
19780306,-0.39,-0.29,-0.28,-0.79,-0.26,-0.45
19780307,0.56,0.26,0.42,0.63,0.37,0.47
19780308,0.43,0.39,0.43,0.67,0.37,0.35
19780309,0.49,0.63,0.42,0.14,0.24,0.16
19780310,0.98,0.89,0.73,1.12,1.09,0.69
19780313,0.09,0.2,0.14,0.02,0.27,0.08
19780314,0.37,0.21,0.24,0.48,0.41,0.56
19780315,0.08,0.3,0.21,-0.46,0.12,-0.21
19780316,0.75,0.67,0.73,0.54,0.23,0.44
19780317,0.78,0.78,0.65,0.88,0.7,0.55
19780320,0.42,0.41,0.41,0.68,0.66,0.29
19780321,-0.65,-0.29,-0.28,-1.33,-0.7,-0.71
19780322,0.06,0.11,0,-0.36,-0.24,-0.05
19780323,0.46,0.36,0.4,-0.15,-0.05,0.08
19780327,0.07,0.09,0.19,-0.63,-0.33,-0.27
19780328,0.57,0.58,0.7,0.79,0.5,0.55
19780329,0.54,0.53,0.68,0.18,0.19,0.24
19780330,-0.17,0.18,0.26,-0.25,-0.29,-0.21
19780331,-0.18,-0.1,0.1,-0.28,-0.22,-0.04
19780403,-0.6,-0.45,-0.51,-0.83,-0.63,-0.42
19780404,0.59,0.4,0.42,0.43,0.36,0.42
19780405,1.02,0.81,0.86,1.06,0.54,0.83
19780406,0.68,0.29,0.42,0.2,0.22,0.31
19780407,0.76,0.47,0.55,0.61,0.33,0.06
19780410,0.08,0.41,0.17,0.48,0.24,0.28
19780411,-0.01,0.02,-0.05,-0.32,-0.07,-0.18
19780412,0.3,0.4,0.43,-0.19,0.03,0.15
19780413,1.38,0.99,0.92,1.32,0.62,0.77
19780414,1.36,1.15,1.09,2.48,1.46,1.57
19780417,0.41,0.26,0.29,2.1,1.09,0.67
19780418,-0.76,-0.49,-0.68,-1.18,-0.98,-0.7
19780419,0.61,0.36,0.36,0.39,0.38,0.5
19780420,1.05,0.74,0.58,0.81,0.67,0.74
19780421,0.47,0.34,0.35,-0.18,-0.13,0.05
19780424,0.79,0.71,0.7,1.7,1,1.03
19780425,0.32,0.26,0.3,1.27,0.54,0.13
19780426,0.36,0.08,0.28,0.34,-0.04,0.34
19780427,-0.36,-0.31,-0.18,-1.04,-0.79,-0.83
19780428,1.07,0.81,0.63,1.19,0.55,0.9
19780501,0.89,0.69,0.53,0.93,0.92,0.65
19780502,-0.13,0.09,0.07,-0.45,-0.07,-0.19
19780503,-0.09,0.12,0.05,-1.03,-0.59,-0.51
19780504,0.31,0.53,0.35,0.01,-0.3,0.09
19780505,0.98,0.86,0.95,0.7,0.73,0.27
19780508,0.07,-0.02,0.1,-0.37,-0.13,-0.45
19780509,-0.06,0.09,0.04,-0.14,-0.15,-0.44
19780510,0.57,0.38,0.47,0.08,0.04,0.04
19780511,1.11,0.73,0.87,1.7,0.6,0.69
19780512,1.22,0.81,0.76,1.17,0.43,0.69
19780515,0.7,0.15,0.45,0.8,0.45,0.5
19780516,0.78,0.66,0.54,0.87,0.44,0.62
19780517,0.81,0.64,0.55,0.22,0.2,0.76
19780518,-0.1,-0.09,0.02,-1.08,-0.61,-0.33
19780519,0,0.13,-0.05,-0.7,-0.24,-0.37
19780522,0.61,0.52,0.5,1.18,0.57,0.8
19780523,-0.87,-0.48,-0.51,-1.08,-0.63,-0.67
19780524,-1.16,-0.98,-0.72,-1.06,-0.85,-0.71
19780525,0.24,0.05,0.14,-0.26,-0.14,-0.2
19780526,0.38,-0.01,-0.01,-0.25,-0.16,-0.07
19780530,0.3,0.3,0.17,0.31,0.22,0.32
19780531,0.33,0.43,0.32,0.48,0.37,0.62
19780601,0.23,0.09,0.08,0.08,0.24,0.05
19780602,0.8,0.52,0.71,0.97,0.57,0.54
19780605,1.17,1.04,0.84,2.19,1.18,1.3
19780606,0.29,0.51,0.59,0.5,0.42,0.42
19780607,0.23,0.11,0.27,-0.27,-0.02,-0.1
19780608,0.67,0.78,0.71,0.11,0.18,0.36
19780609,0.46,0.69,0.32,-0.23,-0.2,-0.18
19780612,-0.01,0.03,0.03,-0.45,-0.1,-0.26
19780613,0.1,0.26,0.15,0.2,-0.01,-0.18
19780614,0.35,0.38,0.41,-0.1,-0.19,-0.17
19780615,-0.82,-0.54,-0.51,-1.04,-0.96,-1.19
19780616,-0.59,-0.57,-0.53,-1.1,-0.59,-0.7
19780619,-0.85,-0.48,-0.42,0.05,-0.21,-0.33
19780620,-1.13,-0.58,-0.74,-1.19,-0.69,-0.69
19780621,-1.59,-0.92,-0.9,-0.47,-0.59,-0.82
19780622,0.16,0.22,0.25,0.26,0.17,0.42
19780623,0.06,0.32,0.17,-0.48,-0.24,-0.13
19780626,-1.53,-1.22,-1.24,-1.46,-0.96,-1
19780627,-0.09,-0.52,-0.39,0.56,0.08,0.18
19780628,0.54,0.39,0.26,0.48,0.2,0.66
19780629,0.44,0.48,0.43,0.2,0.17,0.18
19780630,0.2,0.23,-0.05,-0.16,-0.02,0.03
19780703,0.09,-0.12,0.04,-0.34,-0.37,-0.18
19780705,-1.12,-0.7,-0.89,-0.83,-0.84,-0.98
19780706,-0.39,-0.33,-0.37,0.25,-0.11,-0.13
19780707,0.69,0.4,0.61,0.71,0.47,0.65
19780710,0.26,0.01,0.23,0.57,0.29,0.19
19780711,0.43,0.51,0.31,0.49,0.8,0.76
19780712,0.61,0.46,0.2,0.21,0.48,0.59
19780713,0.23,0.14,0.33,0.04,-0.05,0.18
19780714,1.15,0.81,0.8,1.77,0.91,1.01
19780717,0.57,0.41,0.27,0.11,0.33,0.24
19780718,-0.47,-0.36,-0.15,-0.93,-0.77,-0.62
19780719,0.67,0.74,0.88,1.42,0.98,1.04
19780720,0.57,0.44,0.6,-0.04,-0.05,-0.14
19780721,-0.06,-0.16,-0.02,-0.47,-0.28,-0.07
19780724,0.03,-0.16,-0.03,0,-0.13,-0.13
19780725,0.61,0.38,0.32,0.82,0.57,1.13
19780726,0.88,0.59,0.48,0.57,0.75,0.33
19780727,0.72,0.6,0.94,0.62,0.36,0.56
19780728,0.52,0.57,0.66,0.65,0.31,0.58
19780731,0.84,0.63,0.6,1.02,0.49,0.81
19780801,0.17,0.29,-0.02,-0.02,0.35,0.15
19780802,1.53,1.22,1.36,2.88,1.86,1.8
19780803,0,0.31,0.18,0.44,0.56,0.43
19780804,0.25,0.43,0.32,0.46,0.46,0.59
19780807,0.32,0.52,0.23,-0.27,-0.08,-0.45
19780808,0.68,0.61,0.36,0.53,0.54,0.18
19780809,0.98,0.73,0.97,0.57,0.48,0.19
19780810,0.05,-0.13,0.15,-0.99,-0.41,-0.5
19780811,0.65,0.46,0.77,0.37,0.19,0.57
19780814,0.43,0.47,0.44,-0.05,0.12,0.25
19780815,-0.15,-0.02,0.09,-0.17,-0.09,-0.12
19780816,0.94,0.82,0.78,1.03,0.56,0.35
19780817,1.04,0.86,0.78,0.57,0.53,0.37
19780818,0.32,0.28,0.24,-0.46,-0.16,-0.05
19780821,-0.94,-0.49,-0.63,-1.03,-0.61,-0.66
19780822,0.48,0.14,0.37,0.38,0.33,0.14
19780823,0.98,0.66,0.67,0.82,0.48,0.37
19780824,0.7,0.61,0.97,0.2,0.23,0.25
19780825,0.41,0.46,0.59,0.07,0.05,-0.15
19780828,-0.52,-0.24,-0.27,-0.92,-0.56,-0.72
19780829,-0.69,-0.21,-0.18,-0.64,-0.54,-0.72
19780830,0.47,0.38,0.24,0.19,0.08,0.09
19780831,-0.15,0.06,-0.14,-0.28,-0.1,-0.33
19780901,0.37,0.08,0.25,0.31,0.45,0.56
19780905,0.22,0.1,0.2,0.79,0.54,0.56
19780906,1.05,0.85,0.83,0.9,0.89,0.79
19780907,0.43,0.55,0.52,0.04,0.19,-0.01
19780908,1.15,0.96,1.16,1.55,1.1,1.2
19780911,0.64,0.61,0.6,0.02,0.32,0.29
19780912,0.13,0.12,0.21,-0.03,0.29,-0.11
19780913,0.05,-0.15,0.02,-0.91,-0.38,-0.31
19780914,-0.97,-0.63,-0.64,-1.26,-0.99,-0.77
19780915,-0.85,-0.74,-0.86,-1.11,-0.86,-0.72
19780918,-1.73,-1.28,-1.08,-1.04,-0.87,-1.12
19780919,-1.35,-1.06,-1.06,-0.92,-0.37,-0.55
19780920,-1.6,-1.15,-1.34,-1.1,-0.61,-0.57
19780921,-0.46,-0.26,-0.39,0.07,0.06,-0.01
19780922,0.49,0.34,0.2,-0.03,0,0.16
19780925,-0.12,-0.06,0.07,-0.08,0.15,-0.04
19780926,0.85,0.8,0.63,0.73,0.74,0.76
19780927,-0.74,-0.52,-0.6,-1.3,-0.44,-0.93
19780928,0.09,0.17,0.13,0.3,0.22,0.32
19780929,0.58,0.61,0.55,0.5,0.53,0.47
19781002,0.29,0.23,0.3,0.44,0.29,0.34
19781003,-0.33,-0.07,-0.33,-0.44,-0.17,-0.17
19781004,0.13,-0.11,0.1,0.52,0.41,0.62
19781005,0.57,0.35,0.43,0.1,0.27,0.41
19781006,0.56,0.26,0.37,0.14,0.35,0.19
19781009,0.65,0.52,0.63,1.11,1,0.76
19781010,0.15,0.05,0.18,-0.13,-0.22,-0.05
19781011,0.35,0.25,0.17,1.22,0.87,0.76
19781012,0.09,0.06,0.23,-0.54,-0.58,-0.54
19781013,-0.06,-0.1,-0.03,-0.42,-0.12,-0.26
19781016,-2.01,-1.39,-1.62,-2.09,-1.58,-1.73
19781017,-3.4,-2.6,-2.72,-1.48,-1.38,-1.92
19781018,-2.23,-1.42,-1.58,-0.61,-0.98,-1.09
19781019,-2.01,-1.47,-1.41,-1.46,-1.01,-1.25
19781020,-4.01,-3.27,-3.38,-1.36,-1.49,-1.82
19781023,-1.69,-1.3,-1.58,0.09,0.02,-0.33
19781024,-0.27,-0.12,-0.11,-0.89,-0.41,-0.35
19781025,0.12,-0.1,0.02,-0.38,-0.06,-0.25
19781026,-4,-2.81,-2.87,-1.67,-1.2,-1.54
19781027,-3.94,-3.01,-3.42,-1.66,-1.68,-2.28
19781030,-2.74,-2.65,-2.9,1.23,-0.14,-0.13
19781031,-2.07,-1.44,-1.08,-2.05,-1.66,-1.58
19781101,6.11,3.87,4.22,5.17,3.26,3.68
19781102,0.19,0.24,0.03,-1.74,-0.32,-1.09
19781103,1.2,0.82,0.76,0.45,0.71,0.6
19781106,-0.46,0.05,0.02,-1.02,-0.76,-0.77
19781107,-2.88,-2.14,-2.02,-1.49,-1.42,-1.29
19781108,0.42,0.13,-0.29,0.72,0.38,0.31
19781109,0.56,0.59,0.56,-0.05,0.27,-0.09
19781110,1.16,0.89,0.76,0.39,0.42,0.81
19781113,-2.17,-1.56,-1.35,-1.64,-1.61,-1.59
19781114,-2.53,-2.06,-2.02,-0.89,-0.62,-0.99
19781115,0.86,0.35,0.46,0.43,0.19,0.32
19781116,1.14,0.52,0.39,1.26,1.01,1.05
19781117,2.13,1.26,1.21,0.8,0.95,1.06
19781120,1.37,0.9,1.02,0.95,0.91,0.86
19781121,0.21,0.2,0.26,-0.19,-0.09,-0.31
19781122,1.33,0.85,0.71,0.55,0.5,0.85
19781124,1.24,0.67,0.63,0.55,0.3,0.71
19781127,0.32,0.33,0.16,0.33,0.29,0.17
19781128,-0.9,-0.39,-0.32,-0.95,-0.65,-0.83
19781129,-1.7,-1.06,-1.02,-1.57,-1.16,-1.39
19781130,1.22,0.7,0.4,1.09,0.79,1.05
19781201,2.14,1.65,1.26,1.89,1.41,1.39
19781204,0.24,0.27,0.27,0.02,0.04,-0.15
19781205,1.45,1.13,0.9,1.59,1.03,1.39
19781206,0.35,0.46,0.48,0,0.34,0.19
19781207,0.05,-0.13,-0.01,-0.37,-0.46,-0.38
19781208,-0.35,-0.19,0.06,-0.61,-0.35,-0.17
19781211,0.47,0.36,0.1,0.58,0.47,0.36
19781212,-0.58,-0.23,-0.1,-0.66,-0.33,-0.53
19781213,-0.54,-0.41,-0.38,-0.7,-0.35,-0.81
19781214,0,-0.11,0.02,0.05,-0.03,0.08
19781215,-0.85,-0.77,-0.45,-0.76,-0.62,-0.86
19781218,-3.63,-2.68,-2.49,-2.33,-1.8,-2.28
19781219,0.51,0.33,0.22,1.31,0.53,0.18
19781220,0.78,0.67,0.39,0.62,0.2,0.36
19781221,0.6,0.18,0.36,0.22,-0.15,0.05
19781222,2.06,1.19,1.35,2.21,1.21,1.69
19781226,0.82,0.49,0.38,1.71,0.58,0.52
19781227,-0.69,-0.61,-0.5,-1.12,-0.61,-0.67
19781228,-0.3,-0.36,-0.41,-0.36,-0.31,-0.6
19781229,0.6,0.46,0.53,-0.37,-0.05,-0.09
19790102,0.39,0.59,0.76,0.58,0.6,1.11
19790103,1.84,1.47,1.4,1.29,0.77,1.59
19790104,1.66,1.26,1.28,0.81,0.93,1.19
19790105,1.5,1.06,1.22,0.53,0.62,0.75
19790108,-0.2,-0.16,-0.15,-0.29,-0.24,-0.14
19790109,0.77,0.84,0.85,0.49,0.5,0.45
19790110,-0.42,-0.08,-0.18,-0.66,-0.5,-0.48
19790111,0.56,0.32,0.32,0.84,0.12,0.35
19790112,1.16,1.03,0.98,0.8,0.73,0.55
19790115,0.59,0.39,0.67,0.91,0.53,0.57
19790116,-1.21,-0.65,-0.64,-1.45,-0.92,-0.85
19790117,-0.25,-0.17,-0.12,-0.07,-0.06,0.26
19790118,1.06,0.73,0.94,0.36,0.25,0.64
19790119,0.33,0.43,0.42,-0.27,0.13,0.11
19790122,-0.03,-0.23,0.07,0.1,0.24,-0.23
19790123,0.64,0.53,0.8,0.53,0.8,0.69
19790124,-0.34,-0.06,-0.29,-0.7,-0.04,-0.14
19790125,0.83,0.61,0.71,1.01,1,1.08
19790126,0.66,0.58,0.64,0.53,0.84,0.72
19790129,-0.21,0,0.01,-0.29,-0.14,-0.16
19790130,-0.26,-0.08,0.02,-0.48,-0.23,-0.33
19790131,-0.87,-0.73,-0.63,-1.36,-0.93,-1.14
19790201,-0.17,-0.09,-0.11,0.07,0.2,-0.07
19790202,0.16,0.16,0.07,-0.53,-0.21,-0.29
19790205,-1.76,-1.08,-1.26,-1.32,-1.24,-1.27
19790206,-0.12,-0.08,-0.11,-0.07,-0.02,0.33
19790207,-1.4,-1.11,-1.08,-1,-0.76,-0.8
19790208,0.81,0.66,0.59,0.59,0.5,0.55
19790209,0.49,0.44,0.65,0.15,0.4,0.08
19790212,0.2,-0.1,0.05,0.42,0.27,0.04
19790213,1.07,0.89,0.87,0.78,0.71,0.83
19790214,-0.1,-0.03,0.01,-0.28,-0.02,0.07
19790215,0.29,0.14,0.16,-0.02,-0.1,-0.1
19790216,0.36,0.22,0.43,-0.04,0.05,0.05
19790220,0.49,0.33,0.34,0.85,0.49,0.61
19790221,-0.07,-0.03,0.08,-0.44,-0.14,-0.15
19790222,-0.31,-0.24,-0.26,-0.69,-0.52,-0.48
19790223,-0.54,-0.31,-0.31,-0.65,-0.45,-0.59
19790226,-0.06,-0.03,-0.07,-0.06,-0.13,-0.15
19790227,-2.61,-1.91,-1.85,-1.68,-1.54,-1.49
19790228,-0.17,-0.07,-0.09,0.25,0.08,0.02
19790301,0.73,0.71,0.55,0.56,0.8,0.79
19790302,0.56,0.42,0.39,-0.03,0.25,0.14
19790305,0.95,0.72,0.94,1.31,1.03,1.19
19790306,-0.3,0.06,0.32,-0.46,-0.1,0.18
19790307,0.85,0.81,0.81,0.57,0.67,0.93
19790308,1.11,1.1,0.94,1.18,0.91,1.22
19790309,0.36,0.01,0.19,-0.09,0.2,0.19
19790312,0.31,0.34,0.18,0.28,0.05,0.08
19790313,0.87,0.43,0.33,0.18,0.2,0.5
19790314,0.08,0.08,0.14,-0.13,0.08,-0.27
